id,wta_car,wta_elec,wta_green,province,weekday,ifsunny,location,aqi,income_level,living_area,female,marriage,education,youth,older_adults,partymember,age,heard_about_global_warming,know_about_low_carbon,know_about_carbon_neutrality,know_about_carbon_policy,carusetime,conditioner1month,mainuseelec,conditionernumber,publictrans,energy_consume2020,carown,conditioner1time,cityanswer,MADT ,impgreenele
1150,3,4,2,Hebei,Wednesday,0,rural,99,4,170,0,married,junior high,1,1,0,43,no,heard but do not know,never,never,5,3,1,1,4,1320,1,3,shijiazhuang,4,1
1003,7,7,1,Hebei,Tuesday,1,county seat,82,4,80,1,married,bachelor,1,0,1,35,yes and agree,heard but do not know,never,never,6,3,1,1,0,2400,1,7,shijiazhuang,2,1
1651,4,5,5,Beijing,Sunday,1,county seat,58,4,55,0,unmarried,associate,0,1,0,24,yes but disagree,heard but do not know,heard but do not know,heard but do not know,0,3,1,1,12,2045,0,3,beijing,5,0
111,4,4,4,Hebei,Saturday,1,county seat,36,5,95,1,married,bachelor,1,1,0,34,yes and agree,heard and know,heard but do not know,heard but do not know,6,0,1,0,5,2400,1,0,chengde,2,1
2314,7,7,7,Guangdong,Saturday,1,city,66,4,45,1,married,associate,1,0,0,29,yes and agree,heard but do not know,heard but do not know,heard but do not know,1,4,1,1,10,2967,1,5,guangzhou,2,1
2538,7,6,1,Zhejiang,Tuesday,0,county seat,62,4,85,1,married,primary,1,0,0,49,no,never,never,never,3,3,1,1,0,3600,1,3,hangzhou,3,1
3319,2,3,2,Guangdong,Friday,1,rural,57,5,70,1,unmarried,bachelor,0,1,0,38,yes and agree,heard and know,heard but do not know,heard but do not know,0,7,1,1,20,3315,0,5,guangzhou,6,1
1163,4,5,5,Guangdong,Monday,0,county seat,52,5,78,0,married,associate,1,1,0,33,no,heard but do not know,heard but do not know,never,8,6,1,1,0,2875,1,4,zhongshan,2,1
2636,6,4,4,Guangdong,Wednesday,1,city,44,5,70,0,unmarried,associate,1,0,0,28,no,heard but do not know,heard but do not know,never,0,4,1,1,2,530,0,3,guangzhou,4,1
910,4,5,4,Hebei,Monday,1,rural,15,2,100,1,married,senior high,1,1,0,60,no,heard but do not know,never,never,0,0,1,0,0,2200,0,0,chengde,3,1
2321,4,2,2,Guangdong,Saturday,1,rural,57,6,100,0,married,senior high,1,0,0,41,yes and agree,heard but do not know,heard but do not know,heard but do not know,6,5,1,1,0,3769,1,4,zhongshan,3,1
2618,1,7,1,Guangdong,Thursday,1,rural,16,4,120,0,unmarried,senior high,1,0,0,20,yes and agree,never,never,never,0,0,1,0,9,818,0,0,guangzhou,5,1
2491,5,6,5,Guangdong,Monday,0,county seat,43,4,54,0,married,senior high,1,0,0,39,yes and agree,heard but do not know,heard and know,heard but do not know,0,7,1,1,0,1170,0,4,zhongshan,4,1
2520,4,4,5,Zhejiang,Tuesday,0,county seat,87,4,80,1,married,uneducated,1,1,0,59,yes and agree,heard and know,never,never,5,3,1,1,10,2800,1,3,hangzhou,3,1
2619,7,7,7,Zhejiang,Wednesday,1,rural,71,4,134,0,married,bachelor,1,0,1,37,yes and agree,heard and know,heard and know,heard and know,15,7,1,1,2,2427,1,3,hangzhou,4,1
1064,4,2,2,Beijing,Tuesday,1,city,72,3,53,1,married,senior high,0,0,0,51,yes but disagree,never,never,never,6,4,1,1,1,1091,1,3,beijing,2,0
1040,6,7,5,Beijing,Tuesday,1,city,77,2,35,1,married,junior high,0,0,0,51,yes but disagree,never,never,never,0,0,1,0,2,3000,0,0,beijing,3,1
146,7,7,7,Hebei,Saturday,1,rural,77,5,115,1,married,junior high,0,0,0,53,yes but disagree,never,never,never,0,0,1,0,5,2400,0,0,chengde,3,1
1219,5,5,4,Zhejiang,Thursday,0,rural,101,1,110,1,married,senior high,0,0,0,46,yes and agree,heard but do not know,never,never,5,3,1,1,0,3600,1,4,hangzhou,3,1
814,7,7,5,Hebei,Sunday,1,county seat,60,6,88,0,married,junior high,0,0,0,53,yes and agree,heard but do not know,never,never,5,0,1,0,0,2291,1,0,chengde,0,1
3056,7,4,4,Guangdong,Wednesday,1,city,114,5,80,1,married,bachelor,1,1,1,32,yes and agree,heard but do not know,heard but do not know,heard but do not know,0,4,1,1,14,1351,0,6,guangzhou,4,1
1108,2,2,2,Beijing,Wednesday,1,city,89,5,40,0,married,associate,0,0,0,30,yes and agree,heard but do not know,never,never,10,3,1,1,10,4320,1,1,beijing,2,1
1310,2,2,3,Beijing,Friday,1,city,20,4,40,1,married,senior high,0,0,0,55,yes but disagree,heard but do not know,never,never,0,4,1,1,18,3413,0,5,beijing,5,0
141,7,7,7,Zhejiang,Saturday,0,city,100,6,70,0,married,bachelor,1,0,0,42,yes but disagree,heard and know,heard and know,heard and know,8,5,1,1,5,2182,1,3,hangzhou,3,1
821,5,6,2,Zhejiang,Sunday,0,city,56,4,85,1,married,bachelor,1,0,0,43,yes and agree,heard and know,heard and know,never,5,4,1,1,0,2167,1,5,hangzhou,2,1
1698,3,4,2,Hebei,Sunday,1,city,94,4,70,1,married,senior high,1,0,0,32,yes and agree,heard but do not know,never,never,0,0,1,0,2,1733,0,0,chengde,2,0
1139,2,1,1,Beijing,Wednesday,0,city,80,3,45,1,married,senior high,0,1,0,51,no,heard but do not know,never,never,0,0,1,0,10,2858,0,0,beijing,4,0
811,7,7,7,Hebei,Sunday,1,city,78,5,108,1,unmarried,bachelor,1,0,0,27,yes but disagree,heard but do not know,never,never,5,2,1,1,8,3125,1,2,chengde,3,0
2394,6,4,4,Guangdong,Sunday,1,county seat,52,3,68,0,married,bachelor,1,0,0,40,yes and agree,heard and know,heard but do not know,never,0,4,1,1,2,4696,0,4,guangzhou,3,0
3144,7,7,2,Guangdong,Wednesday,1,rural,59,3,84,1,married,associate,1,0,0,39,yes and agree,heard and know,heard and know,heard but do not know,2,5,1,1,10,883,1,4,guangzhou,4,1
2611,7,7,2,Guangdong,Wednesday,0,city,43,3,70,1,unmarried,associate,0,0,0,26,yes and agree,heard and know,never,never,0,7,1,1,4,1018,0,3,guangzhou,5,0
861,2,5,1,Hebei,Sunday,1,city,39,4,70,1,married,associate,0,1,1,65,yes and agree,heard but do not know,never,never,0,1,1,1,1,2200,0,3,shijiazhuang,5,0
601,1,7,7,Zhejiang,Friday,1,city,79,5,50,1,married,bachelor,1,0,1,38,yes and agree,heard but do not know,heard but do not know,never,7,3,1,1,0,4320,1,3,hangzhou,3,1
1033,5,5,2,Beijing,Tuesday,1,city,77,4,42,0,divorced,associate,0,0,0,36,no,never,never,never,0,0,1,0,8,800,0,0,beijing,4,1
1389,7,7,7,Beijing,Friday,1,county seat,25,3,40,1,unmarried,associate,0,0,0,26,no,never,never,never,0,0,1,0,10,1333,0,0,beijing,2,0
186,7,7,7,Zhejiang,Sunday,0,city,52,4,81,1,married,associate,1,1,0,34,yes and agree,heard and know,never,never,7,5,1,1,3,3900,1,5,hangzhou,5,1
1584,6,6,6,Guangdong,Saturday,1,rural,61,5,85,1,married,associate,1,0,0,43,no,heard but do not know,never,never,0,7,1,1,0,2674,0,7,zhongshan,3,0
1225,4,2,1,Beijing,Thursday,1,city,19,4,40,1,married,bachelor,1,0,0,36,yes but disagree,heard but do not know,never,never,5,4,1,1,1,2727,1,4,beijing,3,0
1662,3,3,2,Hebei,Sunday,1,county seat,58,3,100,0,married,bachelor,1,0,0,33,no,heard but do not know,heard but do not know,never,1,4,1,1,6,1800,1,4,shijiazhuang,3,1
995,5,4,5,Hebei,Saturday,1,rural,69,4,110,1,married,primary,0,0,0,32,no,never,never,never,0,0,1,0,0,2000,0,0,chengde,3,0
951,5,6,6,Beijing,Monday,1,county seat,43,3,70,1,married,bachelor,1,0,0,41,yes and agree,heard but do not know,heard but do not know,never,9,1,1,1,2,1083,1,1,beijing,2,1
2180,7,4,1,Hebei,Thursday,0,county seat,79,5,89,0,married,junior high,1,0,0,36,yes and agree,never,never,never,3,0,1,0,0,2182,1,0,chengde,0,1
1132,5,1,1,Beijing,Wednesday,0,city,80,2,35,1,married,junior high,0,0,0,50,yes and agree,heard but do not know,never,never,0,0,1,0,4,3850,0,0,beijing,5,1
2341,2,4,4,Guangdong,Saturday,1,rural,59,6,150,0,unmarried,associate,0,0,0,32,yes but disagree,heard but do not know,never,never,5,4,1,1,0,4420,1,6,zhongshan,3,0
1663,7,7,3,Hebei,Sunday,1,county seat,67,4,130,0,married,junior high,1,0,0,23,no,heard but do not know,never,never,3,2,1,1,0,2167,1,3,shijiazhuang,3,0
126,7,7,2,Zhejiang,Saturday,0,city,92,6,100,1,married,bachelor,1,0,0,40,yes and agree,heard but do not know,heard but do not know,never,3,2,1,1,0,3240,1,4,hangzhou,2,0
1510,7,7,7,Guangdong,Saturday,1,city,60,2,80,1,married,associate,0,0,0,26,yes and agree,heard and know,heard but do not know,heard but do not know,3,4,1,1,10,3300,1,3,guangzhou,3,0
2621,6,7,2,Guangdong,Wednesday,1,city,58,3,99,1,married,senior high,1,1,0,42,yes and agree,heard but do not know,heard but do not know,heard but do not know,3,5,1,1,0,1018,1,5,zhongshan,2,1
1154,2,2,2,Guangdong,Monday,0,city,45,6,97,1,married,senior high,1,0,0,42,no,heard but do not know,never,heard and know,8,5,1,1,0,3636,1,4,zhongshan,4,1
2242,1,7,7,Guangdong,Friday,1,city,50,1,100,0,married,bachelor,1,0,1,35,yes and agree,heard but do not know,heard but do not know,heard but do not know,4,7,1,1,0,2500,1,1,guangzhou,3,1
3105,6,6,6,Guangdong,Wednesday,1,county seat,88,4,54,0,married,associate,1,0,1,39,yes and agree,heard and know,heard and know,heard but do not know,0,6,1,1,10,1920,0,4,guangzhou,3,1
1334,5,5,4,Beijing,Friday,1,county seat,18,4,70,1,married,associate,1,0,0,46,no,heard but do not know,heard but do not know,never,0,2,1,1,0,1418,0,2,beijing,3,0
828,2,4,3,Hebei,Sunday,1,county seat,20,7,90,1,married,senior high,1,0,0,35,no,never,never,never,7,0,1,0,0,4300,1,0,chengde,0,0
916,5,5,2,Hebei,Sunday,1,city,46,5,68,1,married,senior high,1,1,0,53,yes and agree,heard but do not know,heard but do not know,heard but do not know,2,3,1,1,30,1200,1,3,shijiazhuang,4,1
3200,7,7,7,Guangdong,Thursday,1,county seat,67,6,79,1,married,associate,1,0,0,39,yes and agree,heard but do not know,never,never,0,7,1,1,15,5863,0,2,guangzhou,3,1
1163,2,5,1,Hebei,Wednesday,1,rural,98,2,150,0,married,primary,0,1,0,67,yes and agree,never,never,never,0,3,1,1,0,800,0,9,shijiazhuang,2,1
2215,6,7,6,Guangdong,Friday,1,county seat,54,4,100,1,married,senior high,0,0,0,56,yes but disagree,heard but do not know,never,heard but do not know,0,5,1,1,8,6115,0,4,guangzhou,4,1
999,2,2,3,Beijing,Tuesday,1,city,64,2,40,0,divorced,senior high,0,0,0,57,yes and agree,heard but do not know,heard and know,heard but do not know,0,4,1,1,3,1600,0,2,beijing,3,1
1141,3,3,2,Beijing,Wednesday,0,city,125,3,200,0,married,junior high,0,0,0,55,yes and agree,never,never,never,6,4,1,1,2,2600,1,2,beijing,5,1
2381,6,6,7,Guangdong,Sunday,0,rural,45,3,60,1,married,senior high,1,0,0,46,no,never,never,never,0,7,1,1,0,1000,0,4,zhongshan,3,1
1146,4,7,4,Hebei,Monday,1,city,95,2,87,1,married,associate,1,0,0,33,yes and agree,heard but do not know,heard but do not know,heard but do not know,0,0,1,0,4,1950,0,0,chengde,2,0
1661,7,7,7,Hebei,Sunday,1,county seat,66,4,90,1,married,senior high,1,0,0,30,no,heard but do not know,never,never,4,2,1,1,0,1200,1,4,shijiazhuang,3,0
1192,4,4,2,Guangdong,Wednesday,0,city,71,6,75,0,married,associate,1,1,0,46,yes and agree,heard but do not know,heard but do not know,heard but do not know,0,6,1,1,20,4240,0,4,guangzhou,4,1
1681,6,6,6,Guangdong,Sunday,0,city,51,4,90,1,married,senior high,0,0,0,49,yes but disagree,heard but do not know,never,never,12,7,1,1,5,4613,1,4,guangzhou,2,0
3201,7,7,1,Guangdong,Thursday,1,city,65,4,75,0,married,bachelor,1,0,0,42,yes and agree,heard but do not know,heard but do not know,never,5,4,1,1,15,3333,1,4,guangzhou,4,0
1652,3,3,1,Guangdong,Sunday,1,city,58,3,70,0,married,bachelor,1,0,0,40,yes but disagree,heard but do not know,never,never,6,7,1,1,0,2750,1,4,zhongshan,0,1
1012,4,4,2,Hebei,Tuesday,1,county seat,70,4,70,1,married,associate,1,1,0,38,yes and agree,heard and know,heard but do not know,never,5,0,1,0,14,1247,1,0,shijiazhuang,4,1
1098,2,1,2,Beijing,Wednesday,0,city,89,3,50,0,married,associate,1,0,0,43,yes but disagree,heard but do not know,heard but do not know,never,0,0,1,0,2,2100,0,0,beijing,3,1
1311,6,7,6,Guangdong,Friday,1,county seat,53,4,80,1,married,senior high,1,0,0,35,yes and agree,heard but do not know,heard but do not know,heard but do not know,0,7,1,1,0,3115,0,4,zhongshan,4,1
1918,7,7,2,Hebei,Tuesday,1,county seat,88,4,100,0,married,senior high,0,0,0,31,no,never,never,never,2,0,1,0,0,2200,1,0,shijiazhuang,3,0
3012,2,7,1,Guangdong,Wednesday,1,rural,69,1,75,1,married,associate,1,0,0,30,yes but disagree,heard but do not know,never,never,0,0,1,0,0,5333,0,0,guangzhou,3,1
843,6,5,1,Hebei,Sunday,1,county seat,78,5,110,1,married,senior high,0,0,0,25,no,never,never,never,0,0,1,0,0,2200,0,0,chengde,1,0
2068,7,7,7,Beijing,Wednesday,1,city,77,4,25,1,unmarried,postgraduate,0,0,0,31,yes and agree,heard but do not know,heard but do not know,heard but do not know,0,3,1,1,10,985,0,2,beijing,1,1
1318,6,6,5,Hebei,Friday,1,city,19,4,75,1,married,bachelor,1,0,0,43,yes and agree,heard and know,heard but do not know,heard but do not know,0,0,1,0,0,900,0,0,chengde,2,0
2509,7,7,1,Zhejiang,Tuesday,0,county seat,87,6,80,0,married,associate,1,1,0,64,yes and agree,heard and know,heard but do not know,heard but do not know,1,2,1,1,2,4545,1,3,hangzhou,6,0
1063,7,7,7,Hebei,Tuesday,1,county seat,70,4,85,1,married,junior high,0,1,0,70,yes and agree,heard but do not know,never,never,0,2,1,1,0,1650,0,4,shijiazhuang,0,0
1339,2,4,4,Beijing,Friday,1,city,17,4,60,1,divorced,bachelor,0,0,0,52,yes and agree,heard but do not know,heard and know,heard but do not know,0,4,1,1,2,1320,0,4,beijing,3,1
1482,3,3,4,Hebei,Saturday,1,city,59,4,100,1,married,associate,1,0,0,41,no,heard but do not know,heard but do not know,heard but do not know,7,4,1,1,2,2400,1,5,shijiazhuang,4,0
1191,6,6,6,Guangdong,Monday,0,rural,30,4,90,1,married,senior high,0,1,0,60,no,never,never,never,0,1,1,1,9,4154,0,1,guangzhou,2,0
2154,2,4,3,Beijing,Thursday,1,rural,16,3,90,1,unmarried,junior high,1,1,0,20,yes and agree,heard but do not know,heard but do not know,heard but do not know,0,2,1,1,3,9465,1,2,beijing,4,1
2458,5,7,3,Guangdong,Monday,0,county seat,52,3,75,1,unmarried,bachelor,0,0,0,30,yes and agree,heard but do not know,never,never,0,7,1,1,7,3571,0,4,guangzhou,4,1
1509,7,7,7,Hebei,Saturday,1,rural,46,4,120,0,married,bachelor,1,0,0,34,yes and agree,heard but do not know,heard but do not know,never,0,0,1,0,2,2250,0,0,shijiazhuang,4,1
2203,4,4,4,Zhejiang,Thursday,1,county seat,44,4,140,1,married,bachelor,1,0,0,28,yes and agree,heard and know,heard and know,heard but do not know,7,4,1,1,3,1696,1,4,hangzhou,3,1
1165,6,6,6,Hebei,Wednesday,1,rural,98,4,180,1,married,junior high,0,0,0,36,no,never,never,never,2,3,1,1,0,3150,1,3,shijiazhuang,0,0
1688,6,6,6,Guangdong,Sunday,0,rural,63,5,98,0,married,associate,1,1,0,33,no,never,never,never,0,7,1,1,0,583,1,3,zhongshan,3,1
623,7,7,7,Hebei,Friday,1,county seat,83,4,90,1,married,junior high,0,1,0,57,no,never,never,never,4,0,1,0,6,2509,1,0,chengde,3,0
1212,2,2,5,Guangdong,Thursday,1,rural,72,5,140,1,married,associate,0,0,0,38,yes and agree,never,never,never,6,4,1,1,0,6480,1,4,zhongshan,3,0
119,7,2,1,Beijing,Saturday,1,city,80,3,96,1,married,bachelor,0,0,0,27,no,never,never,never,3,3,1,1,11,960,1,2,beijing,4,0
984,5,5,3,Beijing,Monday,1,city,48,4,40,0,married,associate,1,0,0,44,yes but disagree,heard but do not know,heard but do not know,heard but do not know,0,4,1,1,6,2400,0,2,beijing,1,1
3004,1,3,2,Zhejiang,Tuesday,1,county seat,89,5,100,0,married,associate,1,1,0,36,no,heard but do not know,never,never,4,4,1,1,0,2678,1,3,hangzhou,0,0
946,5,1,1,Beijing,Monday,1,city,51,4,17,1,married,senior high,0,0,0,55,no,heard but do not know,never,never,0,7,1,1,2,2420,0,2,beijing,2,0
1024,2,2,2,Beijing,Tuesday,1,city,72,5,48,0,married,bachelor,1,0,0,45,no,heard but do not know,heard but do not know,never,0,4,1,1,10,1418,0,2,beijing,6,0
2641,2,2,1,Guangdong,Wednesday,0,city,53,4,65,1,married,associate,0,0,0,34,yes and agree,heard but do not know,heard but do not know,heard but do not know,0,3,1,1,8,1831,0,4,guangzhou,3,1
1686,5,6,3,Hebei,Sunday,1,county seat,56,5,80,0,married,junior high,0,1,0,51,no,never,never,never,0,3,0,1,3,1400,0,2,shijiazhuang,3,1
1011,4,7,4,Guangdong,Tuesday,1,city,74,4,35,1,married,bachelor,0,0,0,48,yes and agree,heard and know,never,never,0,6,1,1,2,6614,1,4,guangzhou,3,1
1152,6,6,6,Hebei,Wednesday,1,rural,90,4,120,0,married,junior high,0,0,0,36,no,never,never,never,0,1,1,1,0,3150,0,1,shijiazhuang,2,0
1658,5,5,6,Zhejiang,Sunday,1,city,63,6,150,1,married,associate,1,0,0,45,yes and agree,familiar,familiar,familiar,5,2,1,1,7,5417,1,2,taizhou,2,1
385,7,6,6,Guangdong,Thursday,1,city,80,4,135,1,unmarried,bachelor,1,1,0,20,yes and agree,heard and know,heard but do not know,heard but do not know,8,7,1,1,10,6000,1,3,guangzhou,4,1
1813,7,7,7,Hebei,Monday,1,city,105,4,75,0,married,associate,1,1,0,41,yes and agree,heard and know,heard and know,heard and know,10,0,1,0,0,2000,1,0,chengde,0,1
2349,6,6,6,Guangdong,Saturday,0,rural,60,5,110,0,married,junior high,1,0,0,32,yes but disagree,never,never,heard but do not know,5,7,1,1,0,2535,1,4,zhongshan,3,1
2254,6,6,6,Guangdong,Friday,0,county seat,67,6,93,1,unmarried,bachelor,1,0,0,22,yes and agree,heard and know,heard and know,heard and know,2,0,1,0,0,5362,1,0,guangzhou,3,1
1326,2,2,1,Beijing,Friday,1,rural,19,4,180,1,unmarried,junior high,1,0,0,13,no,never,never,never,0,3,1,1,0,2100,0,3,beijing,2,0
2411,4,2,2,Guangdong,Sunday,0,county seat,52,2,56,1,married,associate,1,1,0,36,yes and agree,heard but do not know,heard but do not know,never,0,4,1,1,14,4190,0,4,guangzhou,5,1
104,4,5,6,Hebei,Friday,0,county seat,88,5,85,1,married,bachelor,1,0,0,39,yes and agree,heard but do not know,never,never,7,0,1,0,3,3125,1,0,chengde,2,1
985,4,1,2,Beijing,Monday,1,city,60,5,50,0,married,senior high,1,0,0,59,yes and agree,heard but do not know,heard but do not know,never,0,0,1,0,6,1320,0,0,beijing,2,1
1036,5,6,5,Beijing,Tuesday,1,county seat,53,3,36,1,married,associate,0,0,1,33,no,heard but do not know,heard but do not know,never,0,0,1,0,2,1091,0,0,beijing,2,1
1124,5,5,5,Hebei,Wednesday,1,rural,83,3,160,0,married,senior high,0,1,0,53,yes and agree,heard but do not know,never,never,0,3,1,1,0,2600,0,5,shijiazhuang,0,1
1388,1,2,1,Beijing,Friday,0,rural,20,6,180,0,married,senior high,0,0,0,50,no,heard but do not know,never,never,0,4,1,1,0,3600,0,3,beijing,0,0
1039,2,3,3,Beijing,Tuesday,1,city,77,3,32,0,married,primary,0,0,0,58,yes and agree,heard and know,heard and know,never,0,0,1,0,1,1000,0,0,beijing,3,1
816,3,7,2,Zhejiang,Sunday,0,city,52,6,80,0,married,associate,1,1,0,35,yes but disagree,heard and know,heard and know,heard and know,2,2,1,1,1,1929,1,2,hangzhou,5,0
2963,7,7,4,Zhejiang,Monday,1,rural,58,3,200,0,married,senior high,1,1,0,44,yes and agree,heard and know,heard but do not know,never,4,3,1,1,0,3850,1,2,taizhou,3,1
2341,7,7,5,Guangdong,Saturday,0,city,54,4,50,1,unmarried,associate,1,0,0,28,yes and agree,heard and know,heard but do not know,heard but do not know,0,1,1,1,12,1901,0,1,guangzhou,6,0
395,2,2,1,Hebei,Thursday,1,rural,109,1,180,0,married,associate,1,0,0,30,yes but disagree,heard but do not know,heard but do not know,never,1,7,1,1,0,7420,1,1,shijiazhuang,0,0
622,7,7,2,Zhejiang,Friday,1,city,103,6,45,1,married,bachelor,1,0,0,43,yes and agree,heard and know,never,heard and know,10,3,1,1,0,2400,1,4,hangzhou,3,1
3143,7,7,7,Guangdong,Wednesday,1,city,83,5,68,1,married,associate,1,0,0,48,yes and agree,familiar,familiar,heard and know,0,6,1,1,12,5357,0,5,guangzhou,4,1
1612,5,6,6,Beijing,Saturday,1,county seat,32,4,80,0,unmarried,bachelor,0,0,0,21,yes and agree,heard but do not know,heard but do not know,heard but do not know,0,0,1,0,10,1225,0,0,beijing,3,1
2531,7,7,1,Zhejiang,Tuesday,0,county seat,62,4,150,1,married,junior high,0,1,0,66,yes and agree,heard but do not know,never,never,6,3,1,1,0,5000,1,5,hangzhou,0,0
1041,2,4,3,Hebei,Tuesday,1,county seat,70,4,90,0,married,bachelor,0,0,0,49,yes and agree,heard but do not know,heard but do not know,never,2,0,1,0,14,1875,1,0,shijiazhuang,5,1
1218,6,6,6,Beijing,Thursday,1,county seat,18,4,55,1,married,associate,1,0,0,30,yes and agree,heard but do not know,heard but do not know,heard but do not know,0,2,1,1,4,2667,0,2,beijing,2,1
2692,1,7,1,Guangdong,Thursday,1,county seat,21,4,50,1,married,associate,0,0,0,34,yes and agree,heard and know,heard and know,heard but do not know,0,5,1,1,10,2622,0,4,guangzhou,3,1
1486,7,1,1,Guangdong,Saturday,1,city,69,4,64,0,married,associate,1,0,0,33,yes and agree,heard and know,never,never,0,7,1,1,14,3500,0,4,guangzhou,3,0
2318,4,7,4,Hebei,Saturday,1,city,39,2,70,1,married,bachelor,1,0,0,31,yes and agree,never,never,never,0,1,1,1,2,1628,0,2,shijiazhuang,4,1
1249,5,3,4,Guangdong,Thursday,1,rural,60,3,75,0,unmarried,associate,0,0,0,28,yes and agree,heard but do not know,heard but do not know,never,0,4,1,1,12,1500,0,4,zhongshan,4,0
2314,7,6,4,Beijing,Saturday,1,city,16,5,55,1,unmarried,associate,0,0,0,34,yes but disagree,heard but do not know,never,never,0,0,1,0,6,1486,0,0,beijing,4,0
2518,7,7,7,Guangdong,Tuesday,1,city,42,7,85,1,married,bachelor,1,0,0,36,yes and agree,heard and know,never,heard but do not know,12,7,1,1,15,5357,1,4,guangzhou,5,0
1134,6,3,2,Beijing,Wednesday,0,city,125,3,70,1,married,senior high,0,0,0,53,no,never,never,never,0,0,1,0,16,2800,0,0,beijing,4,0
1466,6,6,6,Hebei,Saturday,1,rural,59,4,200,0,married,junior high,0,1,0,79,yes and agree,heard and know,heard and know,heard and know,0,3,1,1,0,1300,0,1,shijiazhuang,0,0
121,2,4,1,Hebei,Saturday,1,rural,62,5,100,1,married,junior high,1,1,0,59,no,never,never,never,0,0,0,0,2,1875,0,0,chengde,3,1
1111,1,2,1,Beijing,Wednesday,1,rural,56,1,100,1,married,junior high,0,0,0,47,yes and agree,heard but do not know,never,never,0,0,1,0,0,2080,0,0,beijing,2,0
1082,5,4,4,Beijing,Tuesday,1,city,92,3,56,1,married,junior high,1,0,0,65,no,never,never,never,0,0,1,0,2,780,0,0,beijing,3,0
2399,4,4,4,Guangdong,Sunday,0,county seat,48,4,95,1,married,junior high,1,0,0,41,no,never,never,never,3,3,1,1,0,2232,1,5,zhongshan,2,0
2952,6,4,5,Zhejiang,Monday,1,rural,73,3,198,0,unmarried,associate,1,0,0,22,yes but disagree,never,heard but do not know,heard but do not know,16,0,0,0,7,1407,1,0,taizhou,3,0
1222,7,7,4,Beijing,Thursday,1,county seat,18,2,40,1,unmarried,junior high,0,0,0,56,no,never,never,never,0,1,1,1,0,2600,0,1,beijing,3,0
1066,2,2,2,Beijing,Tuesday,1,city,78,3,38,0,married,senior high,0,1,0,62,yes and agree,heard but do not know,heard but do not know,never,0,0,1,0,14,1956,0,0,beijing,2,0
101,1,1,2,Guangdong,Friday,1,city,55,3,50,0,married,bachelor,1,1,0,26,yes but disagree,familiar,heard but do not know,heard but do not know,0,0,1,0,8,1176,0,0,guangzhou,4,1
1035,4,4,2,Beijing,Tuesday,1,city,74,5,53,1,married,associate,0,0,0,51,no,never,never,never,4,4,1,1,2,1800,1,3,beijing,6,0
1144,6,6,5,Hebei,Wednesday,0,rural,90,3,158,0,married,primary,0,1,0,68,no,never,never,never,0,2,1,1,0,2182,0,4,shijiazhuang,0,0
593,7,4,1,Beijing,Thursday,0,rural,123,3,56,0,married,bachelor,0,0,0,30,yes and agree,heard but do not know,heard but do not know,heard but do not know,0,1,1,1,10,2400,0,1,beijing,6,1
122,1,1,1,Guangdong,Saturday,1,city,49,3,53,1,married,bachelor,1,1,0,26,yes but disagree,heard and know,heard and know,heard and know,0,0,1,0,6,857,0,0,guangzhou,2,0
943,4,7,4,Hebei,Monday,1,city,60,3,65,1,married,associate,0,0,0,32,yes and agree,heard and know,never,never,0,0,1,0,2,1714,0,0,chengde,1,1
1128,6,6,6,Hebei,Wednesday,1,rural,83,4,100,1,widowed,junior high,0,1,0,62,yes and agree,never,never,never,0,4,0,1,0,1650,0,2,shijiazhuang,0,0
929,1,1,1,Beijing,Sunday,0,city,16,1,42,0,divorced,senior high,0,0,0,58,no,never,never,never,0,0,1,0,0,1200,0,0,beijing,0,0
600,7,7,7,Hebei,Friday,0,county seat,144,4,68,0,married,junior high,1,0,0,44,yes and agree,heard but do not know,heard but do not know,never,3,0,1,0,2,4800,1,0,chengde,2,0
922,4,4,5,Beijing,Sunday,1,city,65,4,40,1,married,senior high,1,0,0,53,no,heard but do not know,heard but do not know,heard but do not know,0,0,1,0,10,2860,0,0,beijing,6,1
816,1,1,1,Beijing,Sunday,1,rural,17,4,89,1,married,senior high,1,1,0,36,yes and agree,heard but do not know,never,never,0,3,1,1,2,1625,0,3,beijing,3,1
131,5,3,4,Hebei,Saturday,1,county seat,62,2,85,0,unmarried,junior high,0,1,0,34,yes and agree,heard but do not know,never,never,0,0,1,0,0,1500,0,0,chengde,2,0
3339,4,2,4,Guangdong,Friday,1,county seat,57,2,90,1,married,associate,1,0,0,29,yes and agree,heard but do not know,never,heard but do not know,6,5,1,1,0,4725,1,5,zhongshan,4,1
1158,5,6,4,Beijing,Wednesday,1,county seat,58,3,80,1,married,associate,1,0,0,42,yes but disagree,heard but do not know,heard but do not know,heard but do not know,0,3,1,1,12,2276,0,2,beijing,2,0
941,7,7,7,Hebei,Monday,1,city,65,4,57,1,married,senior high,0,1,0,62,no,heard and know,never,never,0,1,1,1,0,720,0,6,shijiazhuang,0,0
994,2,7,1,Beijing,Tuesday,1,city,64,3,40,0,married,associate,1,0,0,49,yes and agree,heard and know,never,never,10,0,1,0,0,2058,1,0,beijing,2,1
1454,7,7,4,Hebei,Saturday,1,rural,59,4,150,1,married,associate,1,0,0,30,no,heard but do not know,never,never,5,3,1,1,0,1400,1,5,shijiazhuang,3,0
1352,4,4,4,Guangdong,Friday,1,county seat,43,5,75,1,married,associate,1,0,0,32,yes but disagree,never,never,never,5,3,1,1,0,3000,1,4,zhongshan,2,0
