id,wta_car,wta_elec,wta_green,province,weekday,ifsunny,location,aqi,income_level,living_area,female,marriage,education,youth,older_adults,partymember,age,heard_about_global_warming,know_about_low_carbon,know_about_carbon_neutrality,know_about_carbon_policy,carusetime,conditioner1month,mainuseelec,conditionernumber,publictrans,energy_consume2020,carown,conditioner1time,cityanswer,MADT ,impgreenele
801,7,7,4,Zhejiang,Sunday,0,city,61,4,89,1,married,bachelor,1,1,0,42,yes and agree,heard but do not know,heard but do not know,heard and know,14,4,1,1,2,2885,1,4,hangzhou,5,0
136,7,7,4,Zhejiang,Saturday,0,city,145,1,50,0,unmarried,postgraduate,0,0,1,31,yes and agree,heard and know,heard and know,never,0,3,1,1,10,2182,0,1,hangzhou,2,1
1631,6,6,6,Guangdong,Sunday,1,rural,55,4,96,1,married,associate,1,0,0,46,yes and agree,heard but do not know,heard and know,heard but do not know,0,7,1,1,0,756,0,5,zhongshan,3,1
2563,7,7,7,Guangdong,Wednesday,0,rural,37,1,60,0,unmarried,bachelor,0,0,0,41,yes and agree,heard but do not know,heard but do not know,never,0,5,1,1,16,3018,0,3,guangzhou,4,1
2550,7,7,4,Jilin,Tuesday,1,city,139,5,56,1,unmarried,associate,0,0,0,24,yes and agree,heard but do not know,never,never,0,0,1,0,0,1421,1,0,changchun,0,1
2268,7,5,6,Jilin,Friday,1,county seat,26,3,80,0,married,associate,0,0,0,31,yes and agree,heard but do not know,heard but do not know,heard but do not know,13,0,1,0,0,1200,1,0,changchun,0,1
1511,1,2,5,Shanxi,Saturday,1,county seat,36,1,180,1,married,junior high,1,0,0,50,no,heard but do not know,never,never,0,0,0,0,0,1100,0,0,changzhi,3,1
3450,1,1,4,Shanxi,Sunday,1,city,144,1,300,1,unmarried,postgraduate,0,0,1,22,no,never,never,never,13,0,1,0,5,4183,1,0,changzhi,3,0
3408,7,7,7,Jilin,Friday,0,city,144,5,65,0,married,bachelor,1,0,0,32,yes and agree,heard and know,heard but do not know,never,6,1,1,1,1,1875,1,1,changchun,4,1
2118,1,1,1,Jilin,Thursday,1,city,83,3,109,0,married,senior high,1,0,0,31,no,never,never,never,0,3,1,1,8,1818,0,1,changchun,3,0
1282,7,6,7,Shanxi,Thursday,1,county seat,50,3,95,1,married,junior high,0,0,0,52,no,heard but do not know,never,never,0,0,1,0,0,188,0,0,changzhi,2,0
3318,3,3,4,Jilin,Friday,0,county seat,132,5,78,1,unmarried,junior high,1,0,0,29,yes and agree,heard and know,heard but do not know,heard but do not know,8,0,1,0,10,3977,1,0,yanbian,2,1
2109,6,7,6,Shanxi,Thursday,1,rural,127,3,100,1,unmarried,associate,1,0,0,21,yes and agree,never,never,never,0,0,1,0,0,1760,0,0,changzhi,2,1
869,7,7,6,Shanxi,Sunday,1,city,50,6,90,1,married,senior high,1,0,0,34,yes but disagree,heard but do not know,heard but do not know,never,2,0,1,0,1,1600,1,0,changzhi,2,1
2683,4,4,1,Henan,Thursday,1,county seat,61,3,50,1,divorced,senior high,1,0,0,34,yes and agree,heard and know,never,never,0,1,1,1,0,218,0,3,zhengzhou,2,0
3064,4,4,3,Jilin,Wednesday,1,county seat,41,3,70,0,unmarried,bachelor,0,0,0,26,yes and agree,heard but do not know,never,never,0,0,1,0,6,891,0,0,yanbian,2,1
2102,1,1,1,Henan,Thursday,1,rural,54,3,130,0,married,junior high,1,0,0,42,no,heard but do not know,never,never,0,2,1,1,0,2765,0,9,zhengzhou,1,1
2224,4,5,1,Jilin,Friday,1,county seat,29,2,85,1,married,associate,1,0,0,31,no,never,never,never,0,0,1,0,0,1452,0,0,changchun,0,0
2353,7,7,7,Jilin,Saturday,1,city,24,6,39,1,widowed,associate,0,1,0,67,yes but disagree,never,never,never,0,0,1,0,6,600,0,0,changchun,3,0
1504,2,2,1,Shanxi,Saturday,1,county seat,44,5,80,1,married,junior high,1,0,0,31,no,never,never,never,0,0,1,0,0,1400,0,0,taiyuan,0,1
2482,1,1,1,Henan,Monday,1,county seat,43,3,150,1,married,junior high,1,0,0,40,yes and agree,heard but do not know,never,never,4,3,1,1,0,2167,1,3,zhengzhou,1,1
1944,7,7,4,Jilin,Tuesday,1,city,40,7,189,0,unmarried,associate,0,0,0,22,yes and agree,heard and know,heard and know,heard and know,1,0,1,0,2,3413,1,0,changchun,4,1
1309,7,7,7,Jilin,Friday,1,county seat,29,3,72,0,married,bachelor,1,0,0,35,yes and agree,heard but do not know,heard but do not know,never,4,0,1,0,5,1371,1,0,changchun,3,1
2306,2,2,2,Jilin,Saturday,1,county seat,33,3,65,0,married,associate,1,0,0,30,yes and agree,heard but do not know,never,never,0,0,1,0,10,2200,0,0,changchun,2,1
1441,7,7,6,Shanxi,Saturday,1,county seat,38,3,200,0,married,junior high,1,0,0,54,yes but disagree,never,never,never,0,0,1,0,2,1707,0,0,changzhi,2,0
1632,4,3,4,Shanxi,Sunday,1,county seat,109,5,86,1,married,associate,1,0,0,47,yes and agree,heard but do not know,heard but do not know,never,0,0,1,0,4,1400,0,0,taiyuan,5,1
3415,4,2,1,Jilin,Saturday,1,county seat,78,3,72,0,married,associate,0,0,0,33,yes and agree,heard but do not know,never,never,6,0,1,0,10,1850,1,0,changchun,2,0
2119,4,4,2,Shanxi,Thursday,1,city,122,3,110,1,married,associate,1,1,0,35,yes and agree,heard but do not know,never,never,1,0,1,0,6,3600,1,0,changzhi,2,1
1654,7,4,5,Jilin,Sunday,1,rural,31,2,50,1,married,junior high,0,0,0,51,no,never,never,never,0,0,1,0,5,1100,0,0,changchun,3,0
2282,4,7,2,Jilin,Saturday,1,county seat,35,3,7,1,married,bachelor,1,1,0,38,yes and agree,heard but do not know,heard but do not know,never,2,0,1,0,5,3200,1,0,changchun,2,1
2483,1,1,2,Jilin,Monday,1,county seat,44,3,79,0,married,associate,1,0,0,28,yes but disagree,heard and know,heard but do not know,never,0,0,1,0,10,1800,0,0,changchun,3,1
811,2,2,2,Shanxi,Sunday,1,rural,40,4,95,1,married,bachelor,0,0,0,31,yes and agree,heard but do not know,heard but do not know,heard but do not know,0,0,1,0,10,1929,0,0,taiyuan,3,1
2405,4,7,6,Jilin,Sunday,1,rural,23,4,100,1,married,junior high,0,0,0,55,yes but disagree,never,never,never,0,0,0,0,6,1333,0,0,yanbian,3,1
154,4,4,4,Henan,Thursday,1,city,80,6,280,1,married,bachelor,1,0,1,36,yes and agree,heard and know,heard and know,heard but do not know,7,4,1,1,5,960,1,2,zhengzhou,3,1
1062,7,7,7,Shanxi,Tuesday,1,city,107,5,60,0,married,associate,0,0,1,47,yes and agree,heard but do not know,heard but do not know,heard but do not know,0,0,1,0,26,1200,0,0,taiyuan,4,1
2011,7,6,6,Shanxi,Wednesday,1,city,88,3,85,1,unmarried,associate,1,1,0,18,yes and agree,heard but do not know,heard but do not know,heard but do not know,0,4,1,1,4,60000,0,4,taiyuan,6,1
1681,7,7,7,Shanxi,Sunday,0,rural,57,3,100,1,married,junior high,1,0,0,37,no,heard but do not know,never,never,0,0,1,0,0,878,0,0,changzhi,2,0
119,2,5,3,Shanxi,Saturday,1,city,38,6,80,0,unmarried,associate,0,0,0,25,no,heard but do not know,heard but do not know,never,0,0,1,0,1,1400,0,0,taiyuan,2,1
2565,5,1,1,Henan,Wednesday,1,rural,66,1,200,0,married,primary,1,0,0,57,no,never,never,never,0,0,1,0,0,334,0,0,zhengzhou,1,0
2435,4,3,4,Jilin,Monday,0,city,65,4,55,0,unmarried,uneducated,0,0,1,21,yes and agree,never,heard but do not know,heard but do not know,3,0,0,0,0,520,1,0,changchun,0,1
2016,1,2,2,Henan,Wednesday,1,city,93,3,126,0,unmarried,bachelor,0,0,0,21,yes but disagree,heard and know,heard and know,heard and know,0,3,1,1,4,1125,0,3,zhengzhou,4,1
1216,6,7,6,Shanxi,Thursday,1,county seat,50,3,90,1,married,associate,1,0,0,28,yes and agree,never,never,never,0,0,1,0,0,583,0,0,changzhi,0,0
3046,5,4,4,Jilin,Wednesday,1,city,56,4,120,1,unmarried,bachelor,0,0,0,25,yes and agree,familiar,heard and know,heard but do not know,0,0,1,0,10,864,0,0,yanbian,4,1
881,5,1,4,Shanxi,Sunday,1,rural,46,3,86,1,married,junior high,0,0,0,48,yes but disagree,never,never,never,0,0,1,0,0,1400,0,0,taiyuan,4,1
2130,1,1,1,Henan,Thursday,0,county seat,115,1,80,1,married,junior high,1,0,0,39,no,never,never,never,2,2,1,1,0,658,1,3,zhengzhou,2,0
1685,4,1,1,Shanxi,Sunday,1,rural,76,2,200,0,married,junior high,0,1,0,58,yes but disagree,never,never,never,0,0,1,0,0,2000,0,0,taiyuan,6,0
814,4,1,1,Shanxi,Sunday,1,rural,43,3,185,0,married,senior high,0,0,0,51,yes and agree,never,never,never,0,0,1,0,0,1400,0,0,taiyuan,4,1
1110,7,7,7,Jilin,Monday,1,city,52,5,65,1,married,senior high,0,0,0,52,no,never,never,never,0,0,1,0,6,933,0,0,changchun,3,0
3368,7,7,7,Shanxi,Friday,1,county seat,65,3,178,0,married,junior high,1,0,0,50,no,never,never,never,0,0,1,0,2,4000,0,0,changzhi,5,0
1919,7,7,7,Henan,Wednesday,1,rural,149,4,80,0,married,associate,1,0,0,36,yes and agree,heard but do not know,never,never,0,7,1,1,10,1167,0,5,zhengzhou,3,0
909,7,2,1,Shanxi,Sunday,1,city,53,3,103,0,married,senior high,1,0,0,38,yes and agree,heard and know,heard but do not know,heard but do not know,8,0,1,0,1,2400,1,0,changzhi,3,0
2019,6,1,1,Henan,Wednesday,1,city,89,4,70,1,unmarried,bachelor,0,1,0,25,yes but disagree,heard but do not know,heard and know,heard but do not know,0,5,1,1,4,1100,0,4,zhengzhou,4,1
1016,6,4,2,Shanxi,Tuesday,1,city,69,3,90,1,married,primary,0,1,0,56,no,never,never,heard but do not know,0,0,1,0,2,1200,0,0,taiyuan,2,1
141,2,2,1,Henan,Thursday,1,city,81,6,128,1,married,bachelor,1,0,1,31,yes and agree,familiar,familiar,familiar,3,0,1,0,2,2160,1,0,zhengzhou,3,1
2541,6,6,6,Henan,Tuesday,1,rural,58,2,120,1,married,junior high,0,1,0,63,no,never,never,never,0,4,1,1,0,188,0,4,luoyang,1,0
1001,4,5,2,Shanxi,Tuesday,1,city,90,3,70,1,married,senior high,0,0,0,50,no,never,never,never,0,0,1,0,3,2000,0,0,changzhi,3,0
140,6,2,1,Shanxi,Saturday,1,county seat,105,3,60,1,married,primary,0,1,0,66,no,heard but do not know,never,never,0,0,1,0,2,800,0,0,taiyuan,3,0
1669,1,7,1,Jilin,Sunday,1,rural,26,2,63,0,married,junior high,1,1,0,30,yes and agree,heard but do not know,never,heard but do not know,0,0,1,0,3,2200,0,0,changchun,2,0
1149,7,7,7,Shanxi,Wednesday,1,city,83,3,80,1,married,bachelor,1,0,0,37,yes and agree,heard but do not know,never,never,0,0,1,0,0,1167,0,0,taiyuan,2,0
2811,4,4,4,Henan,Saturday,1,rural,79,4,280,0,married,junior high,1,0,0,43,yes and agree,heard and know,heard but do not know,never,0,3,1,1,0,1911,0,5,zhengzhou,3,1
921,4,4,2,Shanxi,Sunday,1,city,53,2,100,1,married,senior high,1,0,0,34,yes but disagree,heard but do not know,heard but do not know,never,6,0,1,0,6,1400,1,0,changzhi,3,0
1940,1,1,1,Jilin,Tuesday,1,county seat,41,1,60,1,married,senior high,0,0,0,27,yes but disagree,heard but do not know,never,never,0,0,1,0,2,1400,0,0,changchun,2,0
1560,7,7,6,Shanxi,Saturday,1,county seat,41,1,48,1,widowed,senior high,1,1,0,64,yes and agree,never,never,heard but do not know,0,0,0,0,0,1969,0,0,changzhi,2,1
2201,7,7,7,Jilin,Thursday,1,city,65,4,59.89,1,unmarried,associate,0,0,0,18,yes and agree,heard but do not know,heard but do not know,heard but do not know,0,1,1,1,2,900,0,1,changchun,2,0
1194,5,5,5,Shanxi,Wednesday,1,city,149,3,64,1,married,bachelor,1,0,0,50,yes and agree,heard but do not know,heard but do not know,heard but do not know,3,0,1,0,12,2200,1,0,taiyuan,2,0
1506,2,2,1,Shanxi,Saturday,1,county seat,44,4,67,1,married,senior high,1,0,0,35,yes and agree,never,never,never,0,0,1,0,8,1600,0,0,taiyuan,4,0
911,7,4,4,Shanxi,Monday,1,city,78,5,66,1,married,associate,1,0,0,32,no,heard but do not know,heard but do not know,heard but do not know,0,0,1,0,2,1650,0,0,taiyuan,2,0
1668,5,5,2,Shanxi,Sunday,1,rural,89,2,100,1,married,junior high,0,0,0,57,no,never,never,never,0,0,1,0,4,1400,0,0,taiyuan,5,1
2261,1,1,1,Jilin,Friday,1,city,22,6,48,0,married,senior high,0,0,0,52,yes and agree,never,never,never,0,0,1,0,4,1864,0,0,changchun,3,0
2223,7,7,7,Shanxi,Friday,0,rural,41,4,100,1,married,senior high,1,0,0,41,yes and agree,heard but do not know,heard but do not know,heard but do not know,5,0,1,0,0,2182,1,0,changzhi,3,1
1114,5,6,5,Henan,Monday,1,city,56,2,60,1,unmarried,associate,1,0,0,20,yes and agree,heard and know,never,never,0,3,1,1,0,2400,0,8,zhengzhou,2,1
2991,7,7,3,Jilin,Tuesday,1,city,67,3,40,1,married,primary,0,1,0,48,yes and agree,heard but do not know,never,never,0,0,1,0,0,1100,0,0,jilin,1,1
2188,7,7,2,Henan,Thursday,0,city,158,4,70,1,married,bachelor,1,0,0,28,yes and agree,never,never,never,2,3,1,1,6,952,1,3,zhengzhou,3,1
1164,6,6,6,Shanxi,Wednesday,1,city,88,5,70,1,married,associate,0,1,0,61,no,heard but do not know,never,never,0,2,1,1,0,258,0,1,taiyuan,3,0
895,5,1,1,Shanxi,Sunday,1,rural,46,2,100,1,married,senior high,0,0,0,58,yes but disagree,heard but do not know,never,never,6,0,1,0,2,1600,1,0,taiyuan,3,1
2609,7,7,1,Jilin,Wednesday,1,city,54,2,81,0,unmarried,associate,0,0,0,26,yes but disagree,familiar,heard and know,heard and know,0,0,1,0,10,2018,0,0,changchun,3,0
2485,4,4,6,Jilin,Monday,1,rural,30,3,54,1,widowed,junior high,0,1,0,64,yes and agree,never,never,never,0,0,0,0,2,900,0,0,yanbian,4,0
1155,4,4,3,Jilin,Monday,1,city,44,5,40,1,married,senior high,0,1,0,70,no,never,never,never,0,0,1,0,4,1467,0,0,changchun,3,0
921,2,2,1,Jilin,Sunday,1,city,105,5,45,0,married,junior high,0,0,0,52,no,never,never,never,0,0,1,0,12,1200,0,0,changchun,6,0
2096,2,2,2,Henan,Thursday,0,rural,102,4,240,1,married,senior high,1,1,0,38,yes and agree,heard but do not know,heard but do not know,never,11,2,1,1,0,4680,1,6,zhengzhou,3,1
3335,7,4,3,Jilin,Thursday,1,city,80,4,60,1,married,junior high,1,0,0,38,yes and agree,heard but do not know,never,never,0,0,1,0,0,1250,0,0,siping,0,0
1950,5,5,5,Jilin,Wednesday,1,city,46,5,50,1,widowed,primary,0,1,0,70,yes but disagree,never,never,never,0,0,1,0,12,1714,0,0,changchun,3,0
3390,7,7,5,Jilin,Saturday,0,county seat,181,3,88,1,married,associate,0,0,0,31,yes and agree,heard but do not know,heard but do not know,never,0,0,1,0,10,1400,0,0,changchun,3,1
2521,7,2,1,Jilin,Tuesday,1,county seat,68,2,80,0,married,senior high,0,0,0,31,yes but disagree,never,never,never,5,0,1,0,2,2700,1,0,changchun,1,1
2423,1,1,1,Jilin,Sunday,1,rural,54,3,65,0,married,associate,0,0,0,38,yes and agree,never,never,never,0,0,1,0,0,2200,0,0,changchun,0,0
2308,4,5,5,Jilin,Saturday,1,city,38,6,75,0,unmarried,bachelor,0,0,0,19,yes and agree,heard and know,never,heard but do not know,0,0,1,0,10,890,0,0,changchun,3,1
141,4,4,4,Henan,Thursday,1,city,80,4,75,1,married,bachelor,1,0,0,45,yes and agree,heard and know,heard but do not know,heard but do not know,7,3,1,1,5,563,1,1,zhengzhou,3,1
1911,7,5,1,Henan,Wednesday,1,city,122,3,168,0,unmarried,bachelor,0,0,0,32,yes and agree,heard but do not know,heard but do not know,heard but do not know,0,7,1,1,10,2640,0,2,zhengzhou,3,1
2490,1,1,1,Henan,Monday,1,county seat,54,1,90,1,married,senior high,1,0,0,40,yes and agree,heard and know,heard but do not know,heard but do not know,11,0,1,0,0,1760,1,0,zhengzhou,1,1
3438,5,5,5,Shanxi,Saturday,1,city,158,3,120,0,unmarried,bachelor,1,0,0,19,yes and agree,heard but do not know,never,never,5,0,1,0,5,1125,1,0,changzhi,2,1
1641,7,7,6,Shanxi,Sunday,0,rural,88,3,200,1,unmarried,associate,0,0,0,22,yes and agree,heard but do not know,heard but do not know,heard but do not know,6,0,1,0,0,750,1,0,changzhi,1,0
1304,4,5,3,Henan,Thursday,1,city,56,4,80,0,unmarried,associate,1,1,0,23,yes and agree,heard and know,heard and know,heard but do not know,0,2,1,1,2,1755,0,1,zhengzhou,4,1
1110,2,7,7,Shanxi,Wednesday,1,city,130,4,130,1,married,bachelor,0,0,0,32,yes and agree,heard but do not know,heard but do not know,heard but do not know,5,1,1,1,0,4200,1,3,taiyuan,0,1
3238,3,7,3,Jilin,Thursday,1,city,156,3,65,0,unmarried,junior high,0,0,0,24,yes and agree,heard but do not know,never,never,0,0,1,0,0,1786,0,0,siping,1,1
3435,7,6,1,Shanxi,Saturday,1,city,148,3,140,1,married,postgraduate,0,0,1,29,yes and agree,heard but do not know,never,never,4,0,1,0,5,1429,1,0,changzhi,5,0
1111,4,2,2,Shanxi,Wednesday,0,city,165,2,100,1,married,junior high,0,0,0,56,yes and agree,heard but do not know,never,never,0,0,1,0,10,1400,0,0,taiyuan,3,1
3448,7,7,7,Shanxi,Sunday,1,county seat,119,1,88,1,married,junior high,1,0,0,39,yes and agree,heard but do not know,never,heard but do not know,0,0,1,0,2,1836,0,0,changzhi,5,0
2052,2,1,2,Henan,Wednesday,1,city,124,3,80,0,unmarried,bachelor,0,0,0,21,yes and agree,heard but do not know,heard but do not know,heard but do not know,0,2,1,1,5,625,0,1,zhengzhou,3,1
1611,7,7,6,Shanxi,Sunday,0,rural,57,3,90,1,married,junior high,1,0,0,40,yes and agree,heard but do not know,never,never,0,0,1,0,0,1071,0,0,changzhi,2,1
2356,1,5,4,Henan,Saturday,0,county seat,35,1,130,1,unmarried,associate,0,0,0,28,yes and agree,heard but do not know,never,never,0,3,1,1,6,1798,0,3,zhengzhou,2,1
1665,7,7,6,Shanxi,Sunday,1,rural,76,3,200,1,married,junior high,0,0,0,56,no,never,never,never,0,0,1,0,0,667,0,0,changzhi,2,0
3446,2,2,2,Jilin,Sunday,1,city,102,5,45,1,married,junior high,0,1,0,71,yes and agree,heard but do not know,heard but do not know,never,0,0,1,0,4,1839,0,0,changchun,3,0
3404,6,5,5,Jilin,Friday,0,city,198,4,60,1,married,senior high,0,0,0,58,yes and agree,never,never,never,0,1,1,1,2,2125,0,1,changchun,4,0
2131,2,2,4,Jilin,Thursday,1,city,84,5,25,0,unmarried,junior high,0,0,0,46,no,never,never,never,1,0,1,0,0,1080,1,0,changchun,2,0
2260,2,2,1,Henan,Friday,0,city,45,5,68,1,married,associate,1,0,0,34,yes but disagree,heard and know,never,never,5,3,1,1,2,2727,1,6,zhengzhou,6,1
2443,1,1,3,Shanxi,Monday,1,city,45,4,120,0,married,postgraduate,0,0,1,28,yes and agree,heard but do not know,never,heard but do not know,6,0,1,0,5,2708,1,0,changzhi,5,0
1460,6,5,4,Shanxi,Saturday,1,county seat,62,4,34,1,married,junior high,1,0,0,39,no,heard and know,never,heard but do not know,0,0,1,0,0,1167,0,0,taiyuan,0,1
2129,7,5,2,Henan,Thursday,1,county seat,117,5,140,1,married,senior high,1,1,1,59,no,heard but do not know,never,never,0,3,1,1,2,2182,0,3,luoyang,3,0
1143,5,3,2,Jilin,Wednesday,1,city,57,5,40,0,married,junior high,0,0,0,48,yes and agree,heard but do not know,never,never,3,0,1,0,2,1371,1,0,changchun,3,0
1213,5,3,3,Shanxi,Thursday,0,city,59,5,66,1,married,bachelor,1,0,0,35,yes but disagree,heard but do not know,heard but do not know,never,0,0,1,0,6,960,0,0,taiyuan,3,0
1618,5,4,4,Jilin,Saturday,1,rural,60,2,70,1,married,primary,0,1,0,77,no,never,never,never,0,0,1,0,0,800,0,0,changchun,0,0
2168,5,3,5,Henan,Thursday,0,city,98,6,60,1,married,junior high,0,1,0,49,yes and agree,heard but do not know,never,never,0,2,1,1,1,2321,0,3,zhengzhou,3,1
2518,6,1,1,Henan,Wednesday,1,rural,70,1,120,0,married,junior high,1,0,0,41,no,never,never,never,0,0,1,0,0,256,0,0,zhengzhou,3,1
161,6,4,1,Shanxi,Saturday,1,county seat,89,4,180,1,married,primary,0,0,0,50,no,never,never,never,5,0,1,0,0,2200,1,0,taiyuan,3,0
1090,1,1,1,Shanxi,Tuesday,1,city,41,2,106,1,married,associate,0,0,0,33,yes and agree,heard but do not know,heard but do not know,heard but do not know,0,0,1,0,10,2400,0,0,taiyuan,2,1
942,4,4,1,Shanxi,Monday,1,city,67,3,96,1,married,associate,0,0,1,52,yes and agree,heard but do not know,heard but do not know,heard but do not know,5,2,1,1,1,2400,1,1,changzhi,2,1
2605,1,1,1,Henan,Wednesday,1,rural,60,4,130,1,married,junior high,1,0,0,57,no,never,never,never,0,0,1,0,0,339,0,0,zhengzhou,0,0
3006,4,3,4,Jilin,Tuesday,1,county seat,35,5,87,1,married,junior high,1,0,0,44,yes and agree,heard but do not know,heard but do not know,heard but do not know,7,0,1,0,4,2182,1,0,yanbian,3,1
2548,2,4,3,Jilin,Tuesday,0,city,194,4,80,1,unmarried,associate,0,0,0,27,yes and agree,heard but do not know,heard but do not know,never,6,0,1,0,10,2750,1,0,yanbian,3,1
1191,2,2,2,Jilin,Monday,1,county seat,52,1,100,0,married,junior high,1,0,0,31,no,heard but do not know,never,never,3,0,0,0,0,1309,1,0,changchun,0,0
1600,1,1,7,Jilin,Saturday,1,rural,50,4,58,0,married,senior high,1,0,0,28,yes but disagree,never,never,never,0,0,1,0,0,1400,0,0,changchun,0,0
2215,4,2,2,Shanxi,Friday,0,city,33,2,60,1,married,senior high,0,0,0,44,yes and agree,heard but do not know,heard but do not know,heard but do not know,0,0,1,0,2,1073,0,0,changzhi,3,0
2301,7,7,7,Shanxi,Saturday,1,city,32,4,30,1,unmarried,bachelor,0,0,0,25,yes and agree,heard and know,heard and know,heard but do not know,1,0,1,0,6,1600,1,0,taiyuan,1,1
1516,4,3,2,Jilin,Saturday,1,rural,33,3,68,1,married,junior high,1,0,0,29,no,never,never,never,0,0,1,0,2,2000,0,0,changchun,2,0
1691,4,4,3,Shanxi,Sunday,1,rural,87,3,100,1,married,junior high,0,0,0,54,no,heard but do not know,never,never,0,0,1,0,2,1111,0,0,taiyuan,6,0
128,5,6,6,Shanxi,Saturday,1,county seat,78,5,83,0,unmarried,associate,0,0,0,25,yes but disagree,heard and know,heard but do not know,heard and know,3,0,1,0,2,1000,1,0,taiyuan,2,1
3382,7,7,4,Jilin,Friday,1,city,95,4,90,0,unmarried,junior high,1,0,0,24,yes and agree,heard but do not know,heard but do not know,never,0,0,1,0,0,1588,0,0,siping,2,1
2366,4,2,1,Shanxi,Saturday,0,rural,62,1,100,0,unmarried,junior high,1,0,0,22,yes and agree,heard and know,heard but do not know,never,3,0,1,0,0,3733,1,0,changzhi,0,0
1590,7,7,1,Shanxi,Saturday,1,county seat,36,6,75,1,married,associate,0,0,0,29,yes and agree,familiar,never,heard but do not know,0,0,1,0,0,1875,0,0,taiyuan,0,0
2119,6,6,7,Shanxi,Thursday,0,rural,76,4,95,1,married,associate,0,0,0,53,yes but disagree,heard but do not know,never,never,0,0,1,0,0,875,0,0,changzhi,2,1
1103,2,4,7,Jilin,Sunday,1,rural,102,2,85,0,married,associate,1,1,1,31,yes but disagree,heard but do not know,heard but do not know,heard but do not know,6,0,1,0,0,1600,1,0,changchun,0,0
2868,4,4,3,Henan,Saturday,1,county seat,98,3,170,1,married,senior high,1,0,0,40,yes but disagree,heard but do not know,never,never,0,4,1,1,0,2857,0,3,luoyang,2,1
2003,1,1,1,Henan,Wednesday,1,county seat,130,1,80,1,married,junior high,1,0,0,38,no,heard but do not know,never,never,0,0,1,0,0,3176,0,0,zhengzhou,3,0
2332,1,1,1,Henan,Saturday,0,county seat,25,1,100,0,married,senior high,1,0,0,35,yes and agree,heard but do not know,heard but do not know,never,0,3,1,1,0,3469,0,2,zhengzhou,2,1
911,4,2,2,Shanxi,Sunday,1,rural,60,5,80,0,unmarried,associate,1,1,0,20,yes and agree,heard and know,heard but do not know,heard but do not know,2,5,0,1,0,800,1,4,taiyuan,0,0
3393,4,5,7,Jilin,Saturday,0,county seat,181,3,110,0,unmarried,senior high,0,0,0,34,yes and agree,heard but do not know,heard but do not know,never,0,0,1,0,8,2000,0,0,changchun,2,1
2299,5,5,2,Jilin,Saturday,1,rural,37,5,58,1,married,junior high,0,0,0,56,yes and agree,heard but do not know,heard but do not know,never,0,0,1,0,8,1800,0,0,yanbian,2,1
3311,2,2,2,Jilin,Friday,1,county seat,75,3,60,1,divorced,junior high,1,0,0,51,no,never,never,never,0,0,1,0,1,1620,0,0,changchun,6,0
1390,1,1,1,Shanxi,Friday,1,county seat,34,3,80,0,married,junior high,1,0,0,38,yes and agree,never,never,never,0,0,1,0,0,1143,0,0,changzhi,4,0
1914,7,7,7,Henan,Wednesday,0,city,160,3,54,1,unmarried,senior high,1,0,0,17,yes and agree,heard but do not know,never,never,0,1,1,1,6,500,0,1,zhengzhou,4,0
2220,6,5,1,Jilin,Friday,1,county seat,29,1,70,1,married,senior high,1,0,0,28,yes but disagree,heard but do not know,never,never,0,0,1,0,6,2727,0,0,changchun,2,1
1985,7,7,1,Jilin,Wednesday,1,county seat,68,3,71,0,married,associate,1,0,0,34,yes and agree,heard but do not know,heard but do not know,never,6,0,1,0,0,3000,1,0,jilin,0,0
1498,2,2,2,Shanxi,Saturday,1,county seat,44,5,69,1,married,junior high,1,0,0,31,no,heard but do not know,never,heard but do not know,0,0,1,0,12,2600,0,0,taiyuan,3,0
2395,3,1,1,Henan,Sunday,1,county seat,55,3,128,0,married,senior high,1,0,0,41,yes but disagree,never,never,never,10,0,1,0,0,2310,1,0,zhengzhou,2,0
1580,1,7,7,Jilin,Saturday,1,rural,33,3,50,0,unmarried,senior high,0,0,0,22,no,never,never,never,0,0,1,0,1,1200,0,0,changchun,1,0
1969,2,2,2,Jilin,Wednesday,1,county seat,59,1,80,1,married,junior high,1,0,0,49,no,heard but do not know,never,never,0,0,1,0,2,1517,0,0,changchun,3,0
2452,4,2,1,Henan,Monday,1,rural,56,3,120,0,married,senior high,1,0,0,59,yes and agree,heard and know,heard but do not know,never,0,3,1,1,6,6333,0,2,zhengzhou,3,1
923,2,1,1,Shanxi,Sunday,1,rural,72,2,95,0,unmarried,senior high,0,0,0,21,yes and agree,heard but do not know,never,never,8,0,1,0,0,1400,1,0,taiyuan,0,1
2263,7,7,7,Shanxi,Friday,0,city,38,4,100,1,unmarried,bachelor,0,0,1,21,yes and agree,heard but do not know,heard but do not know,heard but do not know,0,0,1,0,6,1320,0,0,changzhi,2,1
2311,4,4,4,Henan,Saturday,0,city,23,5,40,1,married,junior high,1,0,0,35,yes but disagree,heard but do not know,never,heard but do not know,2,3,1,1,1,1875,1,4,zhengzhou,3,1
3396,7,6,7,Jilin,Saturday,0,county seat,188,3,83,0,married,bachelor,1,0,0,32,yes and agree,heard but do not know,heard but do not know,never,0,0,1,0,10,2474,0,0,changchun,3,1
1941,7,6,7,Shanxi,Tuesday,1,rural,66,1,80.9,1,divorced,junior high,1,0,0,46,yes and agree,never,never,never,0,0,1,0,2,1650,0,0,changzhi,2,1
911,4,1,1,Shanxi,Sunday,1,rural,60,2,92,1,widowed,primary,0,1,0,81,no,never,never,never,0,0,1,0,0,1000,0,0,taiyuan,0,1
